BANK,IFSC,BRANCH,ADDRESS,PHONE
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003001,SERVICE BRANCH (CENTRAL OFFICE),"MARRIPALEM, VUDA LAYOUT, DOO BO. 58-14-57/2 NH 5 , VISAKHAPATNAM 531009",9989115501
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003002,ANAKAPALLE,"DOOR NO 3-7-22,MAIN ROAD, ANAKAPALLI, VISAKHAPATAM DT 531001",9989115548
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003003,BHEEMUNIPATNAM,"DOOR NO 12-26-4,BHEEMUNIPATNAM,VISAKHA DIST",9989115527
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003004,CHODAVARAM,"COOP COLONY,CHODAVARAM 531036, VISAKHA DT",9989115530
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003005,DEVARAPALLI,"DOOR NO 1-167/1,DEVARAPALLI,",9989115529
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003006,DWARAKANAGAR BRANCH,"D NO. 47-10-7/2, NEAR DIMOND PARK, DWARAKANAGAR , VISAKHAPATNAM 16",9989115503
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003007,GAJUWAKA,"D NO 12-60-10/3, BC ROAD, GAJUWAKA VISAKHAPTNAM 530026",9989115504
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003008,GANDHIPLACE BRANCH,"D NO 8-1-99, OLD CBI JN, ANDHRA UNIVERSITY ROAD , VISAKHAPATNAM",9989115505
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003009,GOPALAPATNAM,"MAIN ROAD, GOPALAPATNAM VISAKHAPATNAM",9989115506
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003010,K.KOTAPADU,"DOOR NO 5-311,K.KOTAPADU, VISAKHA DT",9989115528
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003011,KANCHARAPALEM BRANCH,"DOOR NO 57-1-20,KANCHARAPALEM,VISAKHAPATNAM",9989115507
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003012,KOTAURATLA,"KOTAURTLA,  MAIN ROAD VISAKHA DIST",9866695638
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003013,M V P COLONY BRANCH,"PLOT NOHIG-100,DOOR NO1-83-11/1/1SECTOR-I,MVP COLONY, VISAKHAP[ATNAM",9989115510
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003014,MADHURAVADA,"DOOR NO 4-75,MADHURAWADA, VISAKHAPATNAM",9989115526
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003015,MADUGULA,"MADUGULA,VISAKHA DIST.",9989115531
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003016,MAHARANIPETA,"DOOR NO 14-25-11/A,MAHARANIPETA VISAKHAPATNAM",9989115508
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003017,VISAKHAPATNAM,"MARRIPALEM VUDA LAYOUT,DOOR NO58-14-57/1NH-5 VISAKHAPATNAM",9989115502
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003018,NARSIPATNAM,"DOOR NO1-90/10,MAIN ROAD NARSIPATNAM,VISAKHA DT.",9989115532
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003019,PADERU,"MAIN ROAD PADERU,VISAKHA DIST",9494148049
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003020,PAYAKARAOPET,"DOOR NO 13-4,MAIN ROAD PAYAKARAOPETA,VISAKHA DIST,",9989115546
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003021,PENDURTI,"DOOR NO 17-89/8,MAIN ROAD,PENDURTHY,VISAKHAPATNAM 71",9989115524
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003022,RLY NEW COLONY BRANCH,"DOOR NO 43-9-197,RLY NEWCOLONY,VISAKHAPATNAM",9989115514
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003023,RAVIKAMATAM,"RAVIKAMATAM,VISAKHA DIST",9989502565
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003024,SEETHAMMADHARA BRANCH,"DOOR NO 50-44-13, SEETAMMADARA,VISAKHAPATNAM",9989115512
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003025,SRIHARIPURAM,"DOOR NO 64-1-51,SRIHARIPURAM,VISAKHAPATNAM-530011",9989115513
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003026,STEEL CITY BRANCH,"SHOP NO3&6,SECTORV,UKKUNAGARAM,VISAKHAPATNAM",9989115516
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003027,VISAKHAPATNAM,"D.NO 26-15-176, MAIN ROAD, VISAKHAPATNAM 531001",9989115502
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003028,V L NAGAR BRANCH,"DOOR NO 10-29-85/1,V.L.NAGAR VISAKHAPATNAM",9989115515
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003029,YELLAMANCHILI,"MAIN ROSD YELAMANCHILI, VISAKHA DIST",9989115547
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003030,VISAKHAPATNAM DCCB ADDU ROAD,"THE DISTRICT CO OP CENTRAL BANK LTD, ADDU ROAD BRANCH, D NO 4-70, WARD NO 4, OLD NH5 MAIN ROAD, THIMMAPURAM VILLAGE, ADDU ROAD, VISAKHAPATNAM 531083",9177762144
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0003031,THE VISAKAHAPATNAM DISTRICT COOPERATIVE BANK LIMITED - ATCHUTHAPURAM,"THE VISAKHAPATNAM DCCB, ATCHUTHAPURAM BRANCH DOOR NO 3-29, PUDIMADAKA ROAD, ATCHUTAPURAM MANDAL - 531003",7331108715
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004001,KAKINADA,"D.NO.70-01-28/1, NAGAMALLITHOTA JN, KAKINADA",2340769
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004002,ALAMURU,"D.NO.12-126, SAI MADHAVA NILAYAM, ALAMURU",278591
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004003,ALLAVARAM,"D.NO.6-2, MAIN  ROAD, ALLAVARAM",259440
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004004,AMALAPURAM,"D.NO.3-3-20, K.AGRAHARAM  ROAD, AMALAPURAM",231836
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004005,ANAPARTHI,"D.NO.6-188, CANAL ROAD, ANAPARTHI",228285
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004006,ANGARA,"D.NO.4-174, VENU GOPALA SWAMY TEMPLE STREET, ANGARA",226177
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004007,ANNAVARAM,"D.NO.6-72, VAHANALAVEEDHI, ANNAVARAM",238162
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004008,ATREYAPURAM,"D.NO.468-1, MAIN  ROAD,  ATREYAPURAM",271427
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004010,DRAKSHARAMA,"D.NO.1-137,  THOTA PETA, DRAKSHARAMA",252404
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004011,GANDEPALLI,"D.NO.5-170, CO-OP BANK ST, GANDEPALLI",237750
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004012,GANGAVARAM,"D.NO.1-16, KOTIPALLI ROAD, K.GANGAVARAM",255424
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004013,GOKAVARAM,"D.NO.10-77,  NEAR  OFFICE, GOKAVARAM",2455529
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004014,GOLLAPALEM,"D.NO.1-72. MAIN ROAD, GOLLAPALEM",2335311
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004015,INAVALLI,"D.NO.4-13, MAIN  ROAD,  INAVILLI",225535
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004016,JAGGAMPETA,"D.NO.6-76A, DEVI CENTRE,  JAGGAMPETA",233467
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004017,KADIAM,"PANCHAYAT STREET,  KADIAM",2453422
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004018,KATRENIKONA,"D.NO.3-45, NEAREST ANDHRA BANK, KATRENIKONA",285126
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004019,KORUKONDA,"D.NO.12/51, NEAR BUS STAND, KORUKONDA",2455529
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004020,KOTHAPETA,"D.NO.8-2(7), OLD BUS STAND CENTER, KOTHAPETA",243257
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004021,MUMMIDIVARAM,"D.NO.6-161, MAIN ROAD, BALLA GATE CENTER, MUMMIDIVARAM",271052
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004022,MALIKIPURAM,"D.NO.6-286, NEAR SAI BABA TEMPLE, MALIKIPURAM",226325
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004023,MAMIDIKUDURU,"D.NO.4-34, MAIN  ROAD, MAMIDIKUDURU",238213
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004024,MANDAPETA,"D.NO.5-16-14, BURRUGUNTA TANK ROAD, MANDAPETA",233014
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004025,MUKKAMALA,"D.NO.2-143, SIVALAYAM STREET,  MUKKAMALA",227437
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004026,MURAMULLA,"D.NO.132-15, I.POLAVARAM ROAD, MURAMALLA",278143
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004028,PATHAGANNAVARAM,"D.NO.6-115/3B, NEAR POLICE STATION, P.GANNAVARAM",289443
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004029,PEDAPUDI,"D.NO.10-64, NEAR  MDO OFFICE, PEDAPUDI",2312080
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004030,PEDDAPURAM,"D.NO.6-3-19, NEAR ANJANEYA SWAMY TEMPLE, PEDDAPURAM",241222
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004031,PITHAPURAM,"D.NO.4-2-26, CHURCH CENTER ROAD, PITHAPURAM",251224
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004032,PRATHIPADU,"D.NO.6-161, TUNI ROAD, PRATHIPADU",246057
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004033,RAMACHANDRAPURAM,"D.NO.19-1-54, NEAR LIC OFFICE, RAMACHANDRAPURAM",242327
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004034,RAGHUDEVAPURAM,"D.NO.12-133, MAIN ROAD, RAGHUDEVAPURAM",2458821
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004035,RAJAHMUNDRY,"D.NO.6-5-7, MAIN ROAD, INNIS PETA, RAJAHMUNDRY",2462467
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004036,RAJANAGARAM,"D.NO.2-183, NEAR MARKET, RAJANAGARAM",2484103
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004037,RANGAMPETA,"D.NO.6-121, MAIN ROAD, RANGAMPETA",246231
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004038,RAVULAPALEM,"D.NO.8-395, VEDIRESWARAM ROAD, RAVULAPALEM",255993
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004039,RAYAVARAM,"D.NO.5-3, BESIDE TELE PHONE EXCHANGE, RAYAVARAM",235237
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004040,RAZOLE,"D.NO.2-55, NEAR LIC OFFICE, RAZOLE",221040
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004041,SAMALKOT,"D.NO.13-3-36, GOLIVARI STREET, DEVI CHOWK, SAMALKOT",2327106
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004042,TALLAREVU,"D.NO.3-18, NEAR VENKATESWARA SWAMY TEMPLE, TALLAREVU",2303542
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004043,TATIPAKA,"D.NO.8-313, BNR COMPLEX, OPP:ANJANEYA SWAMY TEMPLE,TATIPAKA",247244
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004044,TEMPLE STREET,"D.NO.34-01-33, TEMPLE STREET, KAKINADA",2374373
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004045,THORREDU,"D.NO.6-179, BESIDE  OF WATER TANK, THORREDU",2497568
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004046,TUNI,"D.NO.3-17-419/1, KOMAKULA VARI STREET, TUNI",253674
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004047,UPPALAGUPTAM,"D.NO.6-95/30, UPPALAGUPTAM",283448
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004048,YELESWARAM,"D.NO.1-111, RUPULAMMA TEMPLE STREET, YELESWARAM",224074
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004049,THE DISTRICT COOPERATIVE CENTRAL BANK LTD KAKINADA U KOTHAPALLI BRANCH,"THE DISTRICT CO OPERATIVE CENTRAL BANK LTD , KAKINADA U.KOTHAPALLI BRANCH, U KOTHAPALLI",9553302209
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004050,DCCB KAKINADA AMBAJIPETA,"OPP.ANDHRABANK,AMBAJIPETA,EASTGODAVARIDIST,ANDHRAPRADESH.PINCODE-533214",243999
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004051,DCCB KAKINADA SAKHINETIPALLI,"D.NO.1-303,GEETA MANDIRAM,SBI ROAD,SAKHINETIPALLI,EAST GODAVARI DT,ANDHRA PRADESH,PIN CODE - 533251",244999
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004052,DCCB KAKINADA RAMPACHODAVARAM,"D.NO.2-269,RAMPAROAD,BEHINDOLDLIBRARY,RAMPACHODAVARAM,EASTGODAVARIDT,ANDHRAPRADESH,PINCODE-533288",4243477
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004053,THE DIST COOP CENTRAL BANK KAKINADA KARAPA,D NO 147 MAIN ROAD KARAPA KAKINADA RURAL MANDAL EAST GODAVARI DISTRICT ANDHRA PRADESH STATE 533462,2394928
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0004054,THE DISTRICT COOPERATIVE CENTRAL BANK LTD KAKINADA DANAVAIPETA BRANCH,"THE DISTRICT CO OPERATIVE CENTRAL BANK LTD , KAKINADA DANAVAIPETA BRANCH, RAJAMAHENDRAVARAM",9553302209
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005002,HEAD OFFICE,"PANUGANTI VARI STREET, R.R.PET, ELURU",230091
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005003,AKIVIDU,"NEAR SBI, AKIVEEDU",252141
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005004,ATTILI,"BANK STREET, ATTILI",255132
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005005,BHIMADOLE,"MAIN ROAD, BHIMADOLE",222282
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005006,BUTTAIGUDEM,"MAIN ROAD, BUTTAIGUDEM",272221
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005007,BHIMAVARAM (MAIN),"NEAR SBI, THYAGARAJ BHAVAN, BHIMAVARAM",234315
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005008,BHIMAVARAM (BAZAR),"JUVVALAPALEM ROAD, BHIMAVARAM",222760
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005009,CHINTALAPUDI,"NEAR TELEPHONE OFFICE, CHINTALAPUDI",222226
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005010,CHAGALLU,"MAIN ROAD, CHAGALLU",270244
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005011,DWARAKA TIRUMALA,"MAIN ROAD, D.TIRUMALA",271422
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005012,ELURU BAZAR,"OPP. HUNUMAN TEMPLE, KOTHA ROAD, ELURU",123456
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005013,ELAMANCHILI,"MAIN ROAD, ELAMANCHILI",251906
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005014,GANAPAVARAM,"NEAR RTC BUS STAND, GANAPAVARAM",256298
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005015,GOPALAPURAM,"MAIN ROAD, GOPALAPURAM",257469
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005016,JANGAREDDIGUDEM,"ASWARAO PETA ROAD, J.R.GUDEM",225221
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005017,KAMAVARAPUKOTA,"MAIN ROAD, K.KOTA",256226
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005018,KOVVUR,"SRMT ROAD, KOVVUR",231576
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005019,KOYYALAGUDEM,"MAIN ROAD, KOYYALAGUDEM",236250
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005020,MARTERU,"CANAL ROAD, MARTERU",246247
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005021,MOGALTUR,"MAIN ROAD, MOGALTURU",247304
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005022,NARSAPUR,"ROYAPETA, NARASAPURAM",221258
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005023,NIDADAVOLE,"YERNAGUDEM ROAD, NIDADAVOLE",123456
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005024,PALAKOL,"MATTAM STREET, PALACOLE",246147
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005025,PENUGONDA,"MAIN ROAD, PENUGONDA",231217
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005026,PERAVALI,"MAIN ROAD, PERAVALI",231217
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005027,R.R.PETA,"BENDAPUDI VARI STREET, R.R.PETA, ELURU",230198
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005028,SATRAMPADU ROAD,"SANTHI NAGAR, SATRAMPADU ROAD, ELURU",232751
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005029,TADEPALLIGUDEM,"OLD GOVT. HOSPITAL ROAD, T.P.GUDEM",221375
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005030,TADEPALLIGUDEM,"BHIMAVARAM ROAD, T.P.GUDEM BAZAAR",222710
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005031,TANUKU,"MAIN ROAD, TANUKU",224071
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005032,TALLAPUDI,"MAIN ROAD, TALLAPUDI",282392
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005033,VEERAVASARAM,"MAIN ROAD, VEERAVASARAM",285321
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005034,YERNAGUDEM,"NEAR RTC BUS STAND, YERNAGUDEM",229409
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0005035,JANGAREDDIGUDEM,"NOVA COLLEGE ROAD, VEGAVARAM",224221
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006001,HEAD OFFICE,"27-29-28, NTR SAHAKARA BHAVAN,  KSHEERA SAGAR HOSPITAL ROAD, GOVERNERPET, VIJAYAWADA-208662579523",9866057711
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006002,MACHILIPATNAM,MACHILIPATNAM,9948688362
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006003,VIJAYAWADA,VIJAYAWADA,9949688340
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006004,JAGGAIAHPET,JAGGAIAHPET,9949688385
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006005,NUZIVEEDU,NUZIVEEDU,9949688353
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006006,GUDIVADA MAIN,GUDIVADA,9949688375
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006007,VUYYURU,VUYYURU,9949688347
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006008,TIRUVURU,TIRUVURU,9949688356
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006009,AVANIGADDA,AVANIGADDA,9949688367
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006010,NANDIGAMA MAIN,NANDIGAMA,9949688389
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006011,GANNAVARAM,GANNAVARAM,9949688349
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006012,KAIKALURU,KAIKALURU,9949688381
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006013,GUDLAVALLERU,GUDLAVALLERU,9949688378
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006014,CHALLAPALLI,CHALLAPALLI,9949688365
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006015,MUDINEPALLI,MUDINEPALLI,9949688379
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006016,PAMARRU,PAMARRU,9949688376
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006017,HANUMAN JUNCTION,HANUMAN JUNCTION,9949688350
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006018,BANTUMILLI,BANTUMILLI,9949688364
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006019,MYLAVARAM,MYLAVARAM,9949688395
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006020,KANKIPADU,KANKIPADU,9949688346
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006021,KANCHIKACHERLA,KANCHIKACHERLA,9949688391
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006022,PATAMATA,PATAMATA,9949688343
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006023,MOVVA,MOVVA,9949688371
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006024,PEDANA,PEDANA,9949688363
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006025,KALIDINDI,KALIDINDI,9949688382
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006026,VISSANNAPETA,VISSANNAPETA,9949688358
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006027,VEERANKILOCK,VEERANKILOCK,9949688345
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006028,THOTLAVALLURU,THOTLAVALLURU,9949688396
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006029,PENUGANCHIPROLU,PENUGANCHIPROLU,9949688387
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006030,IBRAHIMPATNAM,IBRAHIMPATNAM,9949688393
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006031,GAMPALAGUDEM,GAMPALAGUDEM,9949688357
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006032,SURYARAOPET,SURYARAOPET,9949688342
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006033,NAGAYALANKA,NAGAYALANKA,9949688368
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006034,MUSUNURU,MUSUNURU,9949115444
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006035,TELAPROLU,TELAPROLU,
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006036,AGIRIPALLI,AGIRIPALLI,9949688352
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006037,PEDDAPURAM,PEDDAPURAM,9949688392
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006038,CHANDARLAPADU,CHANDARLAPADU,9949688390
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006039,G.KONDURU,G.KONDURU,9949688394
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006040,RUDRAPAKA,RUDRAPAKA,9949688380
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006041,GUDURU,GUDURU,9949688372
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006042,VATSAVAI,VATSAVAI,9949688386
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006043,KAMBHAMPADU,KAMBHAMPADU,9949405533
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006044,KATURU,KATURU,9949688348
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006045,SATYANARAYANAPURAM,SATYANARAYANAPURAM,9949688341
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006046,GHANTASALA,GHANTASALA,9949556336
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006047,CHATRAI,CHATRAI,9866057575
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006048,CHINNAPURAM,CHINNAPURAM,9949556338
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006049,GUDIVADA BAZAAR,GUDIVADA BAZAAR,9949688384
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006050,KODURU,KODURU,9949688374
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006051,NANDIGAMA BAZAR,NANDIGAMA BAZAR,9949556355
